"cc_num","merchant","category","amount","first_name","last_name","gender","street","city","state","zip","lat","long","city_pop","job","dob","trans_num","merch_lat","merch_long","is_fraud_from_api","is_fraud","cur_time"
343746486082492,fraud_Larkin Ltd,kids_pets,56.21,Jeffrey,Munoz,M,"836 Stephanie Union",Cedar,MI,"49621",44.860500,-85.813800,3096,"Social research officer, government",1975-10-11,"179cd3b9a3796c40d409b3387a2b7932",45.704474,-84.836446,false,,1742323945322
30153452207526,fraud_Leannon-Ward,food_dining,58.56,Robin,Smith,F,"0537 Margaret Common Suite 526",Coleman,TX,"76834",31.828700,-99.427000,5908,Radio producer,1962-04-05,"17f61b208d49267812995b4db637185f",31.670831,-100.405246,false,,1742324011412
4469777115158234880,fraud_Mohr Inc,shopping_pos,1.15,Gregory,Graham,M,"4005 Dana Glens",Methuen,MA,"1844",42.728000,-71.181000,47249,Market researcher,1980-11-22,d490dbf5ffb45b34e77b2f83484ae8fc,42.890539,-71.305211,false,,1742324078509
3531129874770000,"fraud_Graham, Hegmann and Hammes",food_dining,29.57,Shelby,Mitchell,F,"974 Cindy Stream",Brandon,VT,"5733",43.806500,-73.088200,5895,"Scientist, marine",1975-07-13,"5533be0f83f9a0bd13de06796ebb1e39",44.288052,-72.738259,false,,1742324144974
676372984911,"fraud_Runolfsdottir, Mueller and Hand",entertainment,19.40,Vicki,Mendoza,F,"3645 Atkins Island Apt. 238",Esbon,KS,"66941",39.756200,-98.446200,242,Tourism officer,1987-07-18,a9d25aa9ffc7dbcdb892bca6c48b00a1,39.977584,-98.504420,false,,1742324211729
3527063666782582,"fraud_Lind, Huel and McClure",gas_transport,57.73,Amanda,Alexander,F,"21810 James Mall",Camden,TX,"75934",30.900000,-94.754700,99,Colour technologist,1965-11-21,"29e6b15dee5539b3eec1934e83539443",31.483348,-95.566808,false,,1742324279026
60422928733,fraud_Kuhn Group,food_dining,62.71,Jeffrey,Powers,M,"38352 Parrish Road Apt. 652",North Augusta,SC,"29860",33.602800,-81.974800,46944,Secondary school teacher,1942-04-02,"33fc39c3b82654b274dfd3992eda730e",32.685836,-81.712303,false,,1742324345687
571365235126,"fraud_Cormier, Stracke and Thiel",entertainment,35.38,Barbara,Taylor,F,"0069 Robin Brooks Apt. 695",Elberta,MI,"49628",44.599500,-86.214100,372,"Exhibitions officer, museum/gallery",1995-07-12,"1db72981c398da954e24f32b0a389649",44.312679,-86.134974,false,,1742324412994
4653879239169997,"fraud_Kutch, Steuber and Gerhold",food_dining,11.36,Monica,Tucker,F,"302 Christina Islands",Smiths Grove,KY,"42171",37.058100,-86.193800,6841,"Therapist, sports",1999-06-06,ec0f45dd6cad3abfc750f9c1d6636275,36.728132,-86.859302,false,,1742324479668
501828204849,fraud_Lubowitz-Walter,kids_pets,2.52,Sandra,Davies,F,"31954 Eugene Lane Suite 572",Dexter,KS,"67038",37.164100,-96.691700,602,"Buyer, industrial",1958-10-26,"32d992a606ac2b32278a94aa9cfa6c31",36.616766,-97.611132,false,,1742324547183
180069253480336,fraud_Schaefer Ltd,kids_pets,119.29,William,Hunter,M,"5036 Victoria Ports Suite 249",Emporium,PA,"15834",41.517700,-78.253600,4533,Public affairs consultant,1969-11-01,"905896ab05c68e7cf4a21689b9a26595",42.074400,-79.001094,false,,1742324613900
3518758680062249,fraud_Schimmel-Olson,kids_pets,176.28,Antonio,Koch,M,"8738 Richard Brooks",Moab,UT,"84532",38.567700,-109.527100,9772,Location manager,1989-11-24,"839c5f6b9dc69822539f089cd040ac99",38.382175,-109.585953,false,,1742324680951
4727244663135968,fraud_Hammes-Beatty,kids_pets,140.06,Mary,Lewis,F,"118 Justin Extension",Bay Minette,AL,"36507",30.863500,-87.764400,19090,Science writer,1929-05-30,"7e036dd82c6dffc87f0280e8a0a56a13",31.785312,-87.716755,false,,1742324749069
3513618443244549,fraud_Ledner-Pfannerstill,gas_transport,35.49,Amber,Perez,F,"954 Reyes Ways",Fulton,SD,"57340",43.758800,-97.871200,355,Financial adviser,1955-06-26,"7494758d32f2ce598d405a17547ef372",43.286028,-97.226033,false,,1742324815361
3575789281659026,fraud_Botsford Ltd,shopping_pos,1.48,Lindsay,Wilson,F,"7618 Gonzales Mission",Centerview,MO,"64019",38.789700,-93.870200,2368,Electronics engineer,1989-07-17,f91ea46aec64859c70a57234d2b32066,38.142436,-93.946280,false,,1742324881933
4633065159406313,fraud_Auer-Mosciski,grocery_pos,93.94,Jasmine,Wade,F,"90662 Lewis Avenue",Providence,RI,"2908",41.838300,-71.437700,203571,"Nurse, children's",1995-11-29,"8f304f1530888f75909c797a0a3303e4",40.908047,-70.439295,false,,1742324952983
30561214688470,fraud_Schumm PLC,health_fitness,37.38,Gina,Morrison,F,"41851 Victor Drives Suite 219",Allentown,PA,"18103",40.589100,-75.464500,166081,"Scientist, research (maths)",1998-10-01,"658844c2a24beae862ae8d73480fb614",39.695911,-75.140951,false,,1742325019843
4570636521433188,"fraud_Berge, Kautzer and Harris",personal_care,4.79,Christine,Leblanc,F,"5097 Jodi Vista Suite 811",Deltona,FL,"32725",28.898900,-81.247300,88735,Commercial horticulturist,1988-04-09,"5c0c88ce69bfb5ad7d25ceaadc781556",29.847152,-81.970238,false,,1742325090274
3523898249167098,fraud_Renner Ltd,home,26.93,Joshua,Carpenter,M,"04975 Allison Shoal",Bronx,NY,"10463",40.879800,-73.906700,1382480,"Therapist, drama",1990-11-09,e07e4d12bba43c545a36fbccbec7ba5b,40.872908,-74.135127,false,,1742325157256
4736845434667908128,fraud_Brown-Greenholt,entertainment,7.15,Toni,Gomez,F,"062 Carl Dam",Altona,NY,"12910",44.881600,-73.640800,2148,"Surveyor, land/geomatics",1953-05-23,"72cf2d782bc18e64ead29d97594d9037",44.607321,-74.514785,false,,1742325223802
4727244663135968,fraud_Stracke-Lemke,grocery_pos,62.57,Mary,Lewis,F,"118 Justin Extension",Bay Minette,AL,"36507",30.863500,-87.764400,19090,Science writer,1929-05-30,"95d803b574c0cc13c24382891c9f5bfd",31.667474,-87.843037,false,,1742325291362
6011148190095209,fraud_Ernser-Feest,home,33.56,Terri,Bailey,F,"508 Erin Mount",Daly City,CA,"94015",37.678700,-122.478000,107941,"Buyer, industrial",1991-10-04,"0549d55ff228ab024898adac4ea67f4c",38.108976,-122.483576,false,,1742325360101
4427805710168,"fraud_Swaniawski, Lowe and Robel",shopping_pos,6.88,Michelle,Rodriguez,F,"1742 Brandon Squares Apt. 461",Ruidoso,NM,"88355",33.330500,-105.693300,8874,Licensed conveyancer,2000-08-16,"9ce477c469fe3a66e68f9dc5af5bb3bd",32.360647,-104.912542,false,,1742325426230
180011453250192,fraud_Hackett Group,travel,518.78,Craig,Dunn,M,"721 Jacqueline Brooks",New Boston,IL,"61272",41.215300,-90.987900,1504,Manufacturing engineer,1993-10-05,d3c32c686fed6fbe8d0bd7176d14d29a,41.799542,-90.577256,false,,1742325493424
4969856774088583,fraud_Friesen-D'Amore,gas_transport,58.31,Jacqueline,Prince,F,"27823 Andrew Underpass Suite 948",Metairie,LA,"70003",29.997500,-90.214600,137067,Advertising account planner,1951-12-04,b7a3a62e5152eb48eec21d89650ed887,29.186613,-91.076219,false,,1742325559942
30235438713303,fraud_Hermann-Gaylord,misc_pos,138.61,James,Baldwin,M,"3603 Mitchell Court",Winfield,WV,"25213",38.507200,-81.890000,5512,Exhibition designer,1980-03-24,ce028163ed14dce6d53b8585692dd90d,38.629461,-81.080154,false,,1742325627065
3541687240161491,"fraud_Weber, Thiel and Hammes",kids_pets,40.35,Mark,Nguyen,M,"62631 Ashley Ramp Apt. 965",Sea Island,GA,"31561",31.198900,-81.332200,298,"Engineer, structural",1963-04-22,"8066657f6b8ded55aa6ba682fca51010",31.011606,-81.028380,false,,1742325693612
502012776709,"fraud_Schroeder, Hauck and Treutel",entertainment,147.05,Sherry,Martinez,F,"144 Yu Locks Apt. 754",Garrattsville,NY,"13342",42.631500,-75.186600,165,Naval architect,1945-09-20,"3b13dd4b5a68310b104e599fd3e513e6",43.388118,-76.027429,false,,1742325760861
3595111028444131,fraud_Stracke-Lemke,grocery_pos,167.49,Jeffery,Sanders,M,"5278 Sarah Station Apt. 009",Cardwell,MO,"63829",36.043400,-90.290700,1120,Television floor manager,1957-04-17,fb102bf0b110671e50e64d50be730cf5,35.803619,-91.145085,false,,1742325827293
6523180720198790,fraud_Sporer-Keebler,personal_care,37.29,Alan,Taylor,M,"560 Molina Path",Oakdale,NY,"11769",40.738200,-73.129700,9506,"Biochemist, clinical",1953-04-13,fa724b1667e740566631217c8c6bdcfa,40.380750,-73.513299,false,,1742325898786
180036456789979,fraud_Parisian and Sons,gas_transport,62.03,Mackenzie,Salazar,F,"982 Melissa Lock",Bagley,WI,"53801",42.920700,-91.068500,878,Risk analyst,1974-11-20,"0b53eda0656eed6310f9f4e4ba048436",41.999815,-90.269451,false,,1742325970049
6534628260579800,fraud_Shanahan-Lehner,personal_care,2.58,Christine,Harris,F,"29606 Martinez Views Suite 653",Hinesburg,VT,"5461",44.334600,-73.098000,4542,Claims inspector/assessor,1998-03-19,"66ee99bf8a8aeb1e1119764e28b47638",45.258346,-73.825177,false,,1742326036033
2242542703101233,"fraud_Daugherty, Pouros and Beahan",shopping_pos,83.10,Samuel,Jenkins,M,"43235 Mckenzie Views Apt. 837",Westport,KY,"40077",38.492100,-85.452400,564,Pensions consultant,1996-04-10,"6f9e69a4e9b2e157e0ee3ff11442ff09",38.256010,-85.447396,false,,1742326102916
4587577161160601,"fraud_Metz, Russel and Metz",kids_pets,42.98,Tina,Lawrence,F,"12444 Jacob Pines",Nobleboro,ME,"4555",44.094300,-69.482800,1643,Financial trader,1976-04-12,"65c301fcbc2b90d06ccba1cab2e29d0d",44.156125,-69.383019,false,,1742326169471
584673555952,fraud_Deckow-Dare,food_dining,40.66,Jessica,Jordan,F,"071 Wise Trace",Coleharbor,ND,"58531",47.519600,-101.233200,307,Make,1930-08-13,"9a386c758ca7a2c93a264feab3f3d430",46.746632,-100.579151,false,,1742326235893
5559857416065248,fraud_Morar Inc,grocery_net,45.19,Jack,Hill,M,"5916 Susan Bridge Apt. 939",Grenada,CA,"96038",41.612500,-122.525800,589,Systems analyst,1945-12-21,"0cd6e6dde0a51bad893f3bc1e6c13bfe",41.872640,-121.595312,false,,1742326303108
502038091380,fraud_Skiles LLC,home,83.37,Kurt,Peters,M,"7290 Ashlee Keys",Kissee Mills,MO,"65680",36.670400,-93.037700,1201,"Engineer, agricultural",1980-03-18,"6760927727fb468bef6e5f83892dafa9",37.548595,-92.575513,false,,1742326370672
4562827002127,"fraud_Bernhard, Grant and Langworth",shopping_pos,7.46,Christopher,Johnson,M,"28711 Kristine Junction Suite 309",Greenville,OH,"45331",40.098700,-84.634200,22930,Media planner,1971-11-26,"18e1b18ebebb3aa47236e2f39fe3c559",39.671128,-85.239577,false,,1742326438022
4917187576956394,fraud_Weimann-Lockman,kids_pets,10.63,Joel,Rivera,M,"121 Solis Summit Apt. 934",Tryon,OK,"74875",35.875900,-96.962300,1165,"Psychotherapist, child",1944-11-11,d39dab0de55b93c9503f2701a4daea87,36.304056,-96.049397,false,,1742326507609
378858024506425,fraud_Botsford PLC,home,166.56,Debra,Eaton,F,"72743 Brian Run",Paradise Valley,AZ,"85253",33.549400,-111.956500,17047,Building surveyor,1935-01-29,"687749d960d9fcd3bd9362389ba01a75",34.475456,-112.331166,false,,1742326574938
4623560839669,"fraud_Bahringer, Osinski and Block",food_dining,32.59,Vincent,Waller,M,"9379 Vanessa Run Apt. 400",Lohrville,IA,"51453",42.261900,-94.556600,695,Administrator,1954-07-15,c24f9fd93a79955744261bbd51b695ff,41.341556,-94.800373,false,,1742326641078
5388659976630693,"fraud_Schiller, Blanda and Johnson",home,219.15,Charles,Preston,M,"5364 William Harbor",Seneca,WI,"54654",43.206400,-90.940500,153,Quantity surveyor,1962-02-14,fed32df763e3a0ca75998fb3e35874bc,42.640857,-91.109843,false,,1742326708111
2291163933867244,fraud_Kihn Inc,shopping_pos,2.56,Jeff,Elliott,M,"351 Darlene Green",Columbia,SC,"29209",33.965900,-80.935500,333497,Mechanical engineer,1968-03-19,d7017fa8b08481a76dfa80f7e936a1c9,33.654530,-81.285047,false,,1742326774616
6011438889172900,"fraud_Hahn, Bahringer and McLaughlin",personal_care,28.70,Allison,Allen,F,"40624 Rebecca Spurs",De Witt,AR,"72042",34.285300,-91.333600,5161,Electrical engineer,1993-04-08,c966a7251d9e9da464171188cf945392,33.427961,-90.848993,false,,1742326845814
4561546772499,"fraud_Streich, Hansen and Veum",gas_transport,117.08,Daniel,Briggs,M,"7118 Jessica Unions Apt. 789",Moriarty,NM,"87035",34.988900,-106.060900,7268,"Therapist, art",1988-08-04,"8aa8c23b18d116c2dc52c0e1d2595190",34.101162,-106.001256,false,,1742326912453
4384910379661778,fraud_Larson-Moen,entertainment,116.09,Michelle,Russell,F,"55505 Christy Via",Hawley,MN,"56549",46.977700,-96.409200,4508,Naval architect,1949-04-24,af04a7bf88dbfa1e08d2217dd292bd78,47.515445,-96.542792,false,,1742326984175
341283058448499,fraud_Erdman-Schaden,personal_care,51.22,Mario,Johns,M,"62130 Miller Square Suite 785",Brinson,GA,"39825",30.978800,-84.737300,1461,"Engineer, broadcasting (operations)",1935-09-08,"2f8f66e2effa0d94e2c38860420739e3",30.717894,-84.489764,false,,1742327051232
3546897637165774,fraud_Rempel Inc,shopping_net,311.54,Kayla,Obrien,F,"7921 Robert Port Suite 343",Prairie Hill,TX,"76678",31.659100,-96.809400,263,Barrister,1956-05-30,b068701a50d259fbd340bfb68014140b,31.700739,-97.539378,false,,1742327120730
3560697798177746,"fraud_Kutch, Steuber and Gerhold",food_dining,43.50,Matthew,Young,M,"8840 Miller Port Suite 645",Indian Wells,CA,"92210",33.716300,-116.338100,4677,Learning mentor,1955-05-06,f2558326d54b60feda67f7ea4c133fb4,32.806642,-117.108631,false,,1742327192954
6544734391390261,"fraud_Zemlak, Tillman and Cremin",personal_care,26.39,John,Myers,M,"701 Wilson Divide",Highland,IN,"46322",41.550000,-87.456900,23727,Community arts worker,1982-02-08,cfb517f1f1baceb68178e09694281bff,41.997417,-87.173024,false,,1742327260470
3597926034019603,"fraud_Jenkins, Hauck and Friesen",gas_transport,66.38,Derrick,Flores,M,"83690 Nicholas Ports Apt. 846",Oakland,TN,"38060",35.222900,-89.551800,9496,Furniture conservator/restorer,1993-03-23,e53cbee535b2e6271fc7358934f81c42,36.176577,-89.423920,false,,1742327326835
6011109736646996,fraud_Nader-Maggio,personal_care,29.36,Rebecca,Erickson,F,"594 Berry Lights Apt. 392",Wilmington,NC,"28405",34.265100,-77.867000,186140,English as a second language teacher,1983-02-08,"4657147913385d2c9080cabce71f9914",34.706729,-78.684524,false,,1742327394176
4259996134423,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,1.58,Julie,Johnson,F,"9331 Robert Passage Suite 327",Hudson,KS,"67545",38.148500,-98.640800,215,Probation officer,1968-11-22,b2e22a358f31d6a63ebbf0855e1879e4,37.415986,-98.042845,false,,1742327460762
3596217206093829,fraud_Pouros-Haag,shopping_pos,8.08,Sara,Ramirez,F,"23843 Scott Island",Birmingham,IA,"52535",40.862600,-91.953400,888,Camera operator,1988-03-25,"400eda05a108dbbef58e36104df49c07",41.554949,-91.452531,false,,1742327527450
3520550088202337,fraud_Torp-Labadie,gas_transport,70.83,Micheal,Walters,M,"15315 Vaughn Park Suite 356",Hovland,MN,"55606",47.834200,-90.047600,272,Freight forwarder,2001-07-05,c286d17bf1711963cd0231f71dc8bf7c,48.830797,-90.161171,false,,1742327684125
30510856607165,fraud_Maggio-Fahey,misc_pos,4.52,Frederick,Robinson,M,"1125 Ray Track",Livonia,MI,"48154",42.395800,-83.377200,96942,Horticultural consultant,1965-04-01,"16bd694b05d28734930c49a0f5e08f75",43.257139,-82.623484,false,,1742327751108
213178765398315,fraud_Hills-Boyer,personal_care,31.85,Alan,Colon,M,"748 Bryan Fields Suite 935",Riverton,WY,"82501",43.035100,-108.202400,19408,"Lecturer, higher education",1993-09-11,a23662e50ac5a5e23d639880b7094094,43.305224,-108.962062,false,,1742327819160
4464457352619,fraud_Koepp-Parker,grocery_pos,69.70,Breanna,Rodriguez,F,"118 Cabrera Springs Apt. 105",Lanark Village,FL,"32323",29.882600,-84.596400,217,Television production assistant,1990-01-24,"3f30bcf4572d1daf26ed4ce005d2ed2c",29.662572,-85.560463,false,,1742327886252
30044330818990,"fraud_Fadel, Mertz and Rippin",entertainment,248.24,Allison,Ayala,F,"87665 Karen Mill Apt. 586",Fort Myers,FL,"33967",26.472200,-81.812200,224256,Paramedic,1985-08-29,"06f24eddcbc6c69a273aa1dcdc75c47b",25.834281,-82.440233,false,,1742327952905
30266994494236,fraud_Bahringer Group,health_fitness,25.33,Sarah,Foster,F,"77872 Andrea Glen Apt. 543",Ford,VA,"23850",37.134900,-77.736400,1051,Chief Operating Officer,1976-11-21,"551d7ec713b8e26eb25953de506c0a7c",37.496284,-77.784964,false,,1742328024479
2720012583106919,fraud_Koss and Sons,gas_transport,68.24,Joseph,Murray,M,"42933 Ryan Underpass",Manderson,SD,"57756",43.352600,-102.541100,1126,Volunteer coordinator,1980-08-18,d9c9424a3504493517dabc8d974dc670,42.601887,-102.209660,false,,1742328090944
3530503964418806,fraud_Lebsack and Sons,misc_net,854.39,David,Nichols,M,"0638 Fred Ramp Suite 086",Palmdale,CA,"93552",34.571500,-118.023100,171170,Chemical engineer,1963-06-04,a604047091aba23cfad6922ed9aa470c,33.708272,-118.106389,true,,1742328159924
3543299015720986,"fraud_Rippin, Kub and Mann",misc_net,9.66,Angela,White,F,"137 Adam Dale",Lebanon,VA,"24266",36.880900,-82.095600,9521,"Teacher, English as a foreign language",1977-10-19,"2ebc0ff3c83f5c8a22a01557e8d9b99b",36.237187,-82.153119,false,,1742328227240
375237305371366,"fraud_Bins, Balistreri and Beatty",shopping_pos,9.82,David,Erickson,M,"616 Jimenez Meadow Apt. 701",East Rochester,NY,"14445",43.112800,-77.490600,8019,Retail buyer,1928-06-26,"2974f43dc78f780bb5bf78c764e3a73d",42.669539,-78.128521,false,,1742328298911
4839043708100390,"fraud_Hoppe, Harris and Bednar",entertainment,91.34,Meredith,Campbell,F,"043 Hanson Turnpike",Hedrick,IA,"52563",41.182600,-92.309700,1583,Geochemist,1999-06-28,"921a00ead2125e7cd3c1fbdc92d047c9",41.887896,-91.979163,false,,1742328365580
4587657402165341815,"fraud_Reilly, Heaney and Cole",gas_transport,80.03,Amber,Lewis,F,"6296 John Keys Suite 858",Pembroke Township,IL,"60958",41.064600,-87.591700,2135,"Psychotherapist, child",2004-05-08,"4e5d10532b4648236fee995fcb75fda8",41.498522,-86.824677,false,,1742328432351
573283817795,fraud_Nienow PLC,entertainment,18.20,Amy,Flynn,F,"46095 Tara Fords",Jaffrey,NH,"3452",42.817800,-72.027500,5457,"Surveyor, hydrographic",1950-04-17,"7a6f2370dd3b448da3340c680d6d78f6",42.686282,-71.155112,false,,1742328498761
3500969075198072,fraud_Donnelly PLC,misc_net,163.29,Kenneth,Sanchez,M,"0110 Ashley Forest",Tekoa,WA,"99033",47.227100,-117.081900,895,Clothing/textile technologist,1999-05-31,"2d68dd5fc751c26e0cfa736bc625c6c6",47.842610,-116.711977,false,,1742328565742
38947654498698,"fraud_Schiller, Blanda and Johnson",home,35.20,Lori,Rodriguez,F,"12087 Michael Light",Creola,OH,"45622",39.354300,-82.503000,321,"Copywriter, advertising",1979-06-24,a1b313106dc820596271b53f91321e33,40.250526,-83.219543,false,,1742328633212
36721445180895,fraud_Turner and Sons,shopping_pos,46.03,Cesar,Smith,M,"901 Ariel Points",Jefferson,NY,"12093",42.499900,-74.611700,1666,Diagnostic radiographer,1968-07-01,fcea532ffa0c73557b313ff32938e5ca,41.749893,-74.787743,false,,1742328701653
6011367958204270,fraud_Monahan-Morar,personal_care,42.52,Tammy,Ayers,F,"1652 James Mews",Hinckley,OH,"44233",41.241900,-81.745300,7646,Medical sales representative,1988-09-15,"246b93597d72f07854ba1e393cb200b9",41.781515,-80.949870,false,,1742328768052
343746486082492,fraud_Stamm-Witting,shopping_net,30.82,Jeffrey,Munoz,M,"836 Stephanie Union",Cedar,MI,"49621",44.860500,-85.813800,3096,"Social research officer, government",1975-10-11,d59de8ff9abeda050c48f46f646316ec,45.469615,-85.682333,false,,1742328839362
30560609640617,fraud_Kiehn-Emmerich,grocery_pos,104.32,Michael,Olson,M,"558 Michael Estates",Luray,MO,"63453",40.493100,-91.891200,519,Town planner,1966-02-13,"9e90765effe4f28770ef4df5bdae26da",39.580752,-91.279830,false,,1742328906547
3560246577314524,"fraud_Turcotte, McKenzie and Koss",entertainment,2.59,Sarah,Scott,F,"03090 Fisher Forges Apt. 200",Wichita,KS,"67216",37.622300,-97.313600,409656,Textile designer,1930-10-21,"754fad0e9fb15aa4f76d64c6d0d96b69",38.590197,-96.485508,false,,1742328972791
180017442990269,fraud_Jewess LLC,shopping_pos,146.76,Michelle,Anderson,F,"28311 Dennis Trace",Albany,NY,"12222",42.685300,-73.825300,151022,"Designer, textile",1939-06-01,a436e500df1ee6a1149ecf59ba456c13,43.454149,-72.867450,false,,1742329124261
6011148190095209,"fraud_Schaefer, McGlynn and Bosco",gas_transport,75.87,Terri,Bailey,F,"508 Erin Mount",Daly City,CA,"94015",37.678700,-122.478000,107941,"Buyer, industrial",1991-10-04,c40a9edff074f064f30898b977c9649e,38.614925,-121.755985,false,,1742329190875
6538441737335434,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,6.38,Gina,Grimes,F,"444 Robert Mews",Clarks Mills,PA,"16114",41.385100,-80.175200,606,Energy manager,1997-09-22,"3ac99af439467b5a9dd12928882bb9ef",41.955903,-80.202223,false,,1742329258024
4423489490781412,"fraud_Cremin, Hamill and Reichel",misc_pos,9.61,Christopher,Ortega,M,"5045 Emily Wall",Princeton,IA,"52768",41.685800,-90.370600,1426,Agricultural consultant,1957-03-06,"4208873f878b96acb838358d3fc0d5d7",41.739791,-90.521539,false,,1742329324914
5388659976630693,fraud_Corwin-Gorczany,misc_net,202.16,Charles,Preston,M,"5364 William Harbor",Seneca,WI,"54654",43.206400,-90.940500,153,Quantity surveyor,1962-02-14,"66c266b60783f99ae9f973a6b4d792f9",42.980609,-90.372724,false,,1742329391043
378904938837132,fraud_Schmitt Inc,gas_transport,39.97,Tina,Zimmerman,F,"3595 Susan Island Suite 063",Thomas,OK,"73669",35.738200,-98.738800,1675,Barrister,1986-05-01,"5dc6953d0f5d4ca376f94fd7d127c0c7",36.083224,-97.819085,false,,1742329462201
6011893664860915,"fraud_Goyette, Howell and Collier",shopping_pos,3.21,Erin,Chavez,F,"3379 Williams Common",Littleton,CO,"80120",39.599400,-105.004400,320420,Water engineer,1975-07-31,"7e4201841e9ea110fe6bb20c10b200a2",39.973738,-105.749673,false,,1742329528562
4587577161160601,fraud_Jakubowski Inc,home,53.63,Tina,Lawrence,F,"12444 Jacob Pines",Nobleboro,ME,"4555",44.094300,-69.482800,1643,Financial trader,1976-04-12,"320229a28a95dbc73296d858d9010ac3",45.033360,-70.144138,false,,1742329595789
6547670341037171,fraud_Pacocha-Bauch,shopping_pos,13.38,Bryce,Joseph,M,"148 Baker Field",Chester Heights,PA,"19017",39.883900,-75.466900,348,Management consultant,1945-05-05,"3ef6b8a69c38e5bbb9a0d6bfa33fd3a5",38.965372,-75.732222,false,,1742329662991
4560004149983868183,fraud_O'Hara-Wilderman,food_dining,63.89,Stacy,Villegas,F,"20581 Pena Walks",Colorado Springs,CO,"80951",38.888100,-104.655600,525713,Museum/gallery exhibitions officer,1992-05-09,c4afbcf5db5e2d5474da074cbbd6522a,38.431172,-105.180927,false,,1742329729610
3587960728692500,fraud_Romaguera Ltd,health_fitness,37.06,Kathy,Hughes,F,"02110 Lucas Freeway Suite 517",Battle Creek,IA,"51006",42.332700,-95.604500,1075,"Teacher, early years/pre",1997-01-02,"11ccbff507668b82f2fca4b4c3fa2dab",41.427405,-95.009372,false,,1742329796605
4364010865167176,"fraud_McDermott, Osinski and Morar",home,96.82,Gary,Martinez,M,"03512 Jackson Ports",Reno,NV,"89512",39.548300,-119.795700,276896,Immunologist,1997-03-12,f448bbf7ce904eb249db0a323c710f07,39.419280,-119.941521,false,,1742329863179
4745996322265,fraud_Kuvalis Ltd,gas_transport,61.64,Carrie,Washington,F,"6114 Adams Harbor Suite 096",Kingsford Heights,IN,"46346",41.480200,-86.691900,1423,"Psychologist, forensic",1998-10-07,ce61322d74f7ac335e1055848fbd6047,41.451638,-85.996224,false,,1742329929738
675945690716,fraud_Hermann-Gaylord,misc_pos,1.22,Ellen,Smith,F,"285 George Lake",Beaver Falls,PA,"15010",40.768700,-80.359200,28425,Podiatrist,2000-06-09,"70076064301346bdfa22784f16212f04",41.337308,-81.351828,false,,1742329998740
30404291151692,fraud_Pacocha-Bauch,shopping_pos,20.85,Savannah,Lewis,F,"537 Walker Freeway",North Tonawanda,NY,"14120",43.049800,-78.851000,45100,Ambulance person,1993-10-25,b3e6145b628eea4adf964771aa47ffb9,43.733919,-79.736512,false,,1742330070194
3565423334076143,fraud_Eichmann-Kilback,home,35.65,Nathan,Thomas,M,"4923 Campbell Pines Suite 717",Carlisle,IN,"47838",38.976300,-87.366700,4081,Energy engineer,1938-03-15,"5cc370471dd0fe7e8f86b695f2ecff07",39.188835,-88.314314,false,,1742330137121
3538520143479972,fraud_Boyer PLC,misc_pos,4.16,Cassandra,Nunez,F,"9572 Austin Forge Suite 612",Clay Center,OH,"43408",41.568600,-83.363200,269,Insurance underwriter,1965-09-15,"5ba49160ae6da7d587b7c40a828fff43",41.759492,-83.276724,false,,1742330204010
6011148190095209,"fraud_Feil, Hilpert and Koss",food_dining,41.72,Terri,Bailey,F,"508 Erin Mount",Daly City,CA,"94015",37.678700,-122.478000,107941,"Buyer, industrial",1991-10-04,"18f2da7c6c5392014767a9c69c8264ac",38.576539,-123.334783,false,,1742330270797
4500002361389,"fraud_Mosciski, Gislason and Mertz",grocery_pos,116.05,Joseph,Nixon,M,"86882 Desiree Camp Suite 047",Tyaskin,MD,"21865",38.283300,-75.846500,470,Music tutor,1965-04-07,"6b899c85d58e4b4f63a7e426966479ae",39.180230,-76.621107,false,,1742330342954
3592325941359225,fraud_Rau-Grant,kids_pets,14.55,Ashley,Robinson,F,"1007 Colton Forks",Hopewell,VA,"23860",37.287600,-77.295000,31970,Purchasing manager,1935-08-15,"2594b906999a04607be013f753b4db6c",38.183052,-76.662090,false,,1742330415071
4653879239169997,fraud_Fritsch and Sons,health_fitness,63.26,Monica,Tucker,F,"302 Christina Islands",Smiths Grove,KY,"42171",37.058100,-86.193800,6841,"Therapist, sports",1999-06-06,f5733fc8e0aa0b4eabade2af7a22a93d,36.395232,-85.800596,false,,1742330482326
630451534402,fraud_Heller-Langosh,gas_transport,52.52,Rachel,Daniels,F,"561 Little Plain Apt. 738",Wetmore,MI,"49895",46.353500,-86.634500,765,Immunologist,1972-06-12,"339d30d49ca176fe2e231c9968a04696",45.481831,-86.876890,false,,1742330548929
6011492816282597,fraud_Hickle Group,shopping_pos,2.61,Gary,Barnes,M,"2970 Flores Brooks",Smackover,AR,"71762",33.339800,-92.744200,2501,Financial adviser,1986-06-11,"06405cafde0c6d357d603b518ddf0bb8",33.494760,-92.033331,false,,1742330615038
3518758680062249,"fraud_Medhurst, Cartwright and Ebert",personal_care,12.70,Antonio,Koch,M,"8738 Richard Brooks",Moab,UT,"84532",38.567700,-109.527100,9772,Location manager,1989-11-24,b5ebc020070c334571bee8f63f9c1518,37.838804,-109.199960,false,,1742330681383
